rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,time_remaining,shot_made_flag,action_type_cat,comb_type_cat,shot_type_cat,shot_zone_cat,shot_zone_bas_cat,shot_zone_range_cat,opponent_cat,0,1,_INTO_
3664,Jump Shot,Jump Shot,251,20200352,33.9243,164,120,-118.1058,6,3,0,2002-03,40,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/2002,LAL @ MIN,MIN,3660,14451,69,95.91,400,,26,4,1,5,5,1,11,0.5213536185,0.4786463815,0
3665,Jump Shot,Jump Shot,336,20200352,33.9753,-8,69,-118.2778,8,4,0,2002-03,28,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/17/2002,LAL @ MIN,MIN,3664,14451,69,95.91,508,,26,4,1,2,3,5,11,0.4237296801,0.5762703199,1
3688,Jump Shot,Jump Shot,44,20200367,33.9603,38,84,-118.2318,7,1,0,2002-03,11,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3670,14950,69,97.85,431,,26,4,1,2,3,3,22,0.7739191315,0.2260808685,0
3689,Jump Shot,Jump Shot,74,20200367,33.9113,-100,133,-118.3698,5,1,0,2002-03,7,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3672,14950,69,97.85,307,,26,4,1,3,5,1,22,0.6389782782,0.3610217218,0
3690,Layup Shot,Layup,243,20200367,34.0443,0,0,-118.2698,2,2,0,2002-03,4,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3680,14950,69,97.85,124,,27,5,1,2,6,5,22,0.2576865839,0.7423134161,1
3691,Slam Dunk Shot,Dunk,252,20200367,34.0443,0,0,-118.2698,1,2,0,2002-03,4,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3682,14950,69,97.85,64,,47,2,1,2,6,5,22,0.2576865839,0.7423134161,1
3692,Turnaround Jump Shot,Jump Shot,287,20200367,33.9453,5,99,-118.2648,9,3,0,2002-03,35,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3685,14950,69,97.85,575,,55,4,1,2,3,3,22,0.7739191315,0.2260808685,0
3693,Jump Shot,Jump Shot,311,20200367,34.0443,128,0,-118.1418,7,3,0,2002-03,27,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3686,14950,69,97.85,447,,26,4,1,6,5,3,22,0.4201747475,0.5798252525,1
3694,Jump Shot,Jump Shot,343,20200367,33.8883,51,156,-118.2188,2,3,0,2002-03,43,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2002,LAL @ NJN,NJN,3689,14950,69,97.85,163,,26,4,1,5,5,1,22,0.6389782782,0.3610217218,0
3722,Jump Shot,Jump Shot,200,20200372,33.9123,135,132,-118.1348,2,2,0,2002-03,24,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3705,15417,68,97.13,144,,26,4,1,5,5,1,15,0.5018447287,0.4981552713,0
3723,Jump Shot,Jump Shot,323,20200372,33.9903,-156,54,-118.4258,3,3,0,2002-03,8,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3712,15417,68,97.13,188,,26,4,1,4,5,1,15,0.6218844072,0.3781155928,0
3724,Jump Shot,Jump Shot,328,20200372,33.9883,186,56,-118.0838,2,3,0,2002-03,3,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3713,15417,68,97.13,123,,26,4,1,6,5,1,15,0.475580117,0.524419883,1
3725,Jump Shot,Jump Shot,386,20200372,34.0343,-138,10,-118.4078,8,4,0,2002-03,39,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3719,15417,68,97.13,519,,26,4,1,4,5,3,15,0.4383181601,0.5616818399,1
3726,Jump Shot,Jump Shot,407,20200372,34.0413,174,3,-118.0958,7,4,0,2002-03,2,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3721,15417,68,97.13,422,,26,4,1,6,5,1,15,0.5512731688,0.4487268312,0
3727,Running Jump Shot,Jump Shot,421,20200372,34.0723,-105,-28,-118.3748,5,4,0,2002-03,25,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3723,15417,68,97.13,325,,41,4,1,4,5,3,15,0.3888258396,0.6111741604,1
3728,Jump Shot,Jump Shot,441,20200372,34.0043,-122,40,-118.3918,3,4,0,2002-03,1,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3724,15417,68,97.13,181,,26,4,1,4,5,3,15,0.3990612497,0.6009387503,1
3729,Jump Shot,Jump Shot,500,20200372,34.0523,159,-8,-118.1108,3,5,0,2002-03,27,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/20/2002,LAL @ PHI,PHI,3727,15417,68,97.13,207,,26,4,1,6,5,3,15,0.5877538081,0.4122461919,0
3752,Fadeaway Jump Shot,Jump Shot,47,20200392,34.0313,-174,13,-118.4438,6,1,0,2002-03,4,17,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/22/2002,LAL @ TOR,TOR,3733,16673,71,99.24,364,,17,4,1,4,5,1,18,0.4741382068,0.5258617932,1
3753,Jump Shot,Jump Shot,56,20200392,33.8303,-15,214,-118.2848,5,1,0,2002-03,38,21,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/22/2002,LAL @ TOR,TOR,3734,16673,71,99.24,338,,26,4,1,2,5,1,18,0.4190979284,0.5809020716,1
3754,Jump Shot,Jump Shot,248,20200392,33.9343,-172,110,-118.4418,1,2,0,2002-03,2,20,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/22/2002,LAL @ TOR,TOR,3742,16673,71,99.24,62,,26,4,1,4,5,1,18,0.3987456075,0.6012543925,1
3776,Jump Shot,Jump Shot,388,20200404,33.8993,-122,145,-118.3918,0,3,0,2002-03,0,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/25/2002,LAL vs. SAC,SAC,3770,15062,68,93.55,1,,26,4,1,3,5,1,8,0.5340672526,0.4659327474,0
3777,Jump Shot,Jump Shot,505,20200404,33.7963,-43,248,-118.3128,0,4,0,2002-03,55,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/25/2002,LAL vs. SAC,SAC,3777,15062,68,93.55,55,,26,4,2,2,1,2,8,0.6638352876,0.3361647124,0
3778,Jump Shot,Jump Shot,511,20200404,33.8203,125,224,-118.1448,0,4,0,2002-03,43,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/25/2002,LAL vs. SAC,SAC,3778,15062,68,93.55,43,,26,4,2,5,1,2,8,0.6638352876,0.3361647124,0
3796,Jump Shot,Jump Shot,4,20200425,33.9813,-176,63,-118.4458,10,1,0,2002-03,58,18,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3780,16053,72,96.52,658,,26,4,1,4,5,1,7,0.4747412373,0.5252587627,1
3797,Jump Shot,Jump Shot,38,20200425,33.9423,-2,102,-118.2718,6,1,0,2002-03,38,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3783,16053,72,96.52,398,,26,4,1,2,3,3,7,0.6431452069,0.3568547931,0
3798,Jump Shot,Jump Shot,68,20200425,34.0533,179,-9,-118.0908,3,1,0,2002-03,51,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3784,16053,72,96.52,231,,26,4,1,6,5,1,7,0.5244637791,0.4755362209,0
3799,Jump Shot,Jump Shot,180,20200425,34.0503,176,-6,-118.0938,3,2,0,2002-03,55,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3788,16053,72,96.52,235,,26,4,1,6,5,1,7,0.5244637791,0.4755362209,0
3800,Jump Shot,Jump Shot,188,20200425,34.0523,177,-8,-118.0928,3,2,0,2002-03,24,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3790,16053,72,96.52,204,,26,4,1,6,5,1,7,0.5244637791,0.4755362209,0
3801,Jump Shot,Jump Shot,246,20200425,34.0373,232,7,-118.0378,10,3,0,2002-03,51,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3794,16053,72,96.52,651,,26,4,2,6,7,2,7,0.9972490913,0.0027509087,0
3802,Jump Shot,Jump Shot,254,20200425,33.8553,1,189,-118.2688,9,3,0,2002-03,46,18,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3795,16053,72,96.52,586,,26,4,1,2,5,1,7,0.4747412373,0.5252587627,1
3803,Jump Shot,Jump Shot,264,20200425,33.9353,186,109,-118.0838,8,3,0,2002-03,11,21,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3796,16053,72,96.52,491,,26,4,1,6,5,1,7,0.4654355125,0.5345644875,1
3804,Fadeaway Jump Shot,Jump Shot,325,20200425,34.0573,164,-13,-118.1058,0,3,0,2002-03,33,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2002,LAL @ DEN,DEN,3801,16053,72,96.52,33,,17,4,1,6,5,1,7,0.5963521959,0.4036478041,0
3816,Jump Shot,Jump Shot,13,20200431,33.8943,85,150,-118.1848,10,1,0,2002-03,15,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/29/2002,LAL vs. TOR,TOR,3806,13940,67,93.29,615,,26,4,1,5,5,1,18,0.6283305051,0.3716694949,0
3817,Jump Shot,Jump Shot,248,20200431,33.8713,59,173,-118.2108,7,3,0,2002-03,46,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/29/2002,LAL vs. TOR,TOR,3813,13940,67,93.29,466,,26,4,1,5,5,1,18,0.5797534207,0.4202465793,0
3818,Jump Shot,Jump Shot,254,20200431,33.8803,74,164,-118.1958,6,3,0,2002-03,52,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/29/2002,LAL vs. TOR,TOR,3814,13940,67,93.29,412,,26,4,1,5,5,1,18,0.6283305051,0.3716694949,0
3819,Running Tip Shot,Tip Shot,324,20200431,34.0443,0,0,-118.2698,0,3,0,2002-03,30,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/29/2002,LAL vs. TOR,TOR,3818,13940,67,93.29,30,,46,6,1,2,6,5,18,0.2869124603,0.7130875397,1
3850,Jump Shot,Jump Shot,90,20200471,33.8703,95,174,-118.1748,1,1,0,2002-03,26,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/04/2003,LAL @ PHX,PHX,3824,13930,72,91.66,86,,26,4,1,5,5,1,20,0.556177594,0.443822406,0
3851,Jump Shot,Jump Shot,287,20200471,33.9143,-13,130,-118.2828,5,3,0,2002-03,36,13,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,01/04/2003,LAL @ PHX,PHX,3836,13930,72,91.66,336,,26,4,1,2,3,3,20,0.535597504,0.464402496,0
3872,Jump Shot,Jump Shot,11,20200476,33.9073,54,137,-118.2158,10,1,0,2002-03,8,14,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3853,14550,72,94.43,608,,26,4,1,2,3,3,20,0.4892937921,0.5107062079,1
3873,Jump Shot,Jump Shot,18,20200476,34.0473,146,-3,-118.1238,9,1,0,2002-03,4,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3855,14550,72,94.43,544,,26,4,1,6,5,3,20,0.5418800843,0.4581199157,0
3874,Layup Shot,Layup,65,20200476,34.0443,0,0,-118.2698,4,1,0,2002-03,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3858,14550,72,94.43,243,,27,5,1,2,6,5,20,0.2677993401,0.7322006599,1
3875,Driving Layup Shot,Layup,99,20200476,34.0443,0,0,-118.2698,0,1,0,2002-03,58,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3861,14550,72,94.43,58,,12,5,1,2,6,5,20,0.2677993401,0.7322006599,1
3876,Jump Shot,Jump Shot,265,20200476,33.9453,74,99,-118.1958,11,3,0,2002-03,30,12,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3866,14550,72,94.43,690,,26,4,1,6,3,3,20,0.5571204777,0.4428795223,0
3877,Jump Shot,Jump Shot,339,20200476,33.9933,197,51,-118.0728,4,3,0,2002-03,16,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3870,14550,72,94.43,256,,26,4,1,6,5,1,20,0.5214173358,0.4785826642,0
3878,Slam Dunk Shot,Dunk,388,20200476,34.0443,0,0,-118.2698,10,4,0,2002-03,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3874,14550,72,94.43,641,,47,2,1,2,6,5,20,0.2677993401,0.7322006599,1
3879,Jump Shot,Jump Shot,409,20200476,34.0553,-136,-11,-118.4058,8,4,0,2002-03,48,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3876,14550,72,94.43,528,,26,4,1,4,5,3,20,0.4791655355,0.5208344645,1
3880,Jump Shot,Jump Shot,425,20200476,33.9953,46,49,-118.2238,7,4,0,2002-03,17,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,01/05/2003,LAL vs. PHX,PHX,3878,14550,72,94.43,437,,26,4,1,2,3,5,20,0.4165478989,0.5834521011,1
3903,Jump Shot,Jump Shot,193,20200490,33.8173,-125,227,-118.3948,4,2,0,2002-03,39,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3890,16785,69,96.83,279,,26,4,2,3,1,2,13,0.5890039401,0.4109960599,0
3904,Reverse Dunk Shot,Dunk,288,20200490,34.0443,0,0,-118.2698,5,3,0,2002-03,6,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3900,16785,69,96.83,306,,33,2,1,2,6,5,13,0.1901263151,0.8098736849,1
3905,Jump Shot,Jump Shot,319,20200490,33.9043,-215,140,-118.4848,0,3,0,2002-03,57,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3904,16785,69,96.83,57,,26,4,2,3,1,2,13,0.5890039401,0.4109960599,0
3906,Jump Shot,Jump Shot,381,20200490,33.8203,113,224,-118.1568,6,4,0,2002-03,58,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3906,16785,69,96.83,418,,26,4,2,5,1,2,13,0.5890039401,0.4109960599,0
3907,Jump Shot,Jump Shot,411,20200490,33.7943,-57,250,-118.3268,4,4,0,2002-03,56,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3907,16785,69,96.83,296,,26,4,2,2,1,2,13,0.5890039401,0.4109960599,0
3908,Jump Shot,Jump Shot,420,20200490,33.8143,-107,230,-118.3768,4,4,0,2002-03,18,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/07/2003,LAL vs. SEA,SEA,3908,16785,69,96.83,258,,26,4,2,3,1,2,13,0.5890039401,0.4109960599,0
3919,Layup Shot,Layup,96,20200516,34.0443,0,0,-118.2698,2,1,0,2002-03,7,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/10/2003,LAL vs. CLE,CLE,3912,17519,71,97.64,127,,27,5,1,2,6,5,21,0.1654135698,0.8345864302,1
3920,Driving Dunk Shot,Dunk,318,20200516,34.0443,0,0,-118.2698,6,3,0,2002-03,49,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/10/2003,LAL vs. CLE,CLE,3918,17519,71,97.64,409,,5,2,1,2,6,5,21,0.1654135698,0.8345864302,1
3938,Driving Dunk Shot,Dunk,53,20200530,34.0443,0,0,-118.2698,4,1,0,2002-03,54,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/12/2003,LAL vs. MIA,MIA,3923,16210,70,100.57,294,,5,2,1,2,6,5,19,0.2084567788,0.7915432212,1
3939,Jump Shot,Jump Shot,78,20200530,33.7963,-13,248,-118.2828,1,1,0,2002-03,49,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/12/2003,LAL vs. MIA,MIA,3924,16210,70,100.57,109,,26,4,2,2,1,2,19,0.5498580993,0.4501419007,0
3940,Layup Shot,Layup,99,20200530,34.0443,0,0,-118.2698,0,1,0,2002-03,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/12/2003,LAL vs. MIA,MIA,3925,16210,70,100.57,1,,27,5,1,2,6,5,19,0.2084567788,0.7915432212,1
3941,Fadeaway Jump Shot,Jump Shot,114,20200530,33.9813,46,63,-118.2238,9,2,0,2002-03,18,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,01/12/2003,LAL vs. MIA,MIA,3927,16210,70,100.57,558,,17,4,1,2,3,5,19,0.3664424598,0.6335575402,1
3967,Driving Dunk Shot,Dunk,198,20200546,34.0443,0,0,-118.2698,0,2,0,2002-03,56,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/15/2003,LAL @ NOH,NOH,3955,15473,71,98.07,56,,5,2,1,2,6,5,30,0.2373367753,0.7626632247,1
3968,Layup Shot,Layup,350,20200546,34.0443,0,0,-118.2698,9,4,0,2002-03,32,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/15/2003,LAL @ NOH,NOH,3964,15473,71,98.07,572,,27,5,1,2,6,5,30,0.2373367753,0.7626632247,1
3969,Layup Shot,Layup,440,20200546,34.0443,0,0,-118.2698,0,4,0,2002-03,43,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/15/2003,LAL @ NOH,NOH,3969,15473,71,98.07,43,,27,5,1,2,6,5,30,0.2373367753,0.7626632247,1
3988,Driving Layup Shot,Layup,104,20200563,34.0443,0,0,-118.2698,0,1,0,2002-03,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/17/2003,LAL @ HOU,HOU,3974,14433,67,92.37,41,,12,5,1,2,6,5,5,0.2673458386,0.7326541614,1
3989,Layup Shot,Layup,141,20200563,34.0443,0,0,-118.2698,8,2,0,2002-03,42,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/17/2003,LAL @ HOU,HOU,3976,14433,67,92.37,522,,27,5,1,2,6,5,5,0.2673458386,0.7326541614,1
3990,Jump Shot,Jump Shot,389,20200563,34.0093,115,35,-118.1548,7,4,0,2002-03,16,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,01/17/2003,LAL @ HOU,HOU,3984,14433,67,92.37,436,,26,4,1,6,5,3,5,0.4439762283,0.5560237717,1
4007,Jump Shot,Jump Shot,26,20200587,33.8303,-141,214,-118.4108,8,1,0,2002-03,28,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/20/2003,LAL vs. LAC,LAC,3991,15539,69,95.98,508,,26,4,2,3,1,2,4,0.6417950636,0.3582049364,0
4008,Slam Dunk Shot,Dunk,60,20200587,34.0443,0,0,-118.2698,5,1,0,2002-03,22,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/20/2003,LAL vs. LAC,LAC,3993,15539,69,95.98,322,,47,2,1,2,6,5,4,0.2338052181,0.7661947819,1
4023,Jump Shot,Jump Shot,11,20200602,33.9453,-80,99,-118.3498,11,1,0,2002-03,4,12,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,01/22/2003,LAL vs. GSW,GSW,4009,14170,72,95.37,664,,26,4,1,4,3,3,10,0.5711227565,0.4288772435,0
4024,Jump Shot,Jump Shot,29,20200602,33.9043,123,140,-118.1468,9,1,0,2002-03,1,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/22/2003,LAL vs. GSW,GSW,4011,14170,72,95.37,541,,26,4,1,5,5,1,10,0.5650029977,0.4349970023,0
4025,Jump Shot,Jump Shot,243,20200602,33.9193,36,125,-118.2338,6,3,0,2002-03,58,13,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,01/22/2003,LAL vs. GSW,GSW,4020,14170,72,95.37,418,,26,4,1,2,3,3,10,0.5261470196,0.4738529804,0
4039,Jump Shot,Jump Shot,220,20200616,33.7963,-92,248,-118.3618,9,3,0,2002-03,30,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/24/2003,LAL vs. NJN,NJN,4033,14906,70,93.68,570,,26,4,2,3,1,2,22,0.7264988003,0.2735011997,0
4062,Jump Shot,Jump Shot,24,20200651,33.9243,-154,120,-118.4238,8,1,0,2002-03,32,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4041,16175,72,94.78,512,,26,4,1,3,5,1,20,0.4523271508,0.5476728492,1
4063,Dunk Shot,Dunk,63,20200651,34.0443,0,0,-118.2698,3,1,0,2002-03,16,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4045,16175,72,94.78,196,,15,2,1,2,6,5,20,0.2111633848,0.7888366152,1
4064,Layup Shot,Layup,232,20200651,34.0443,0,0,-118.2698,1,2,0,2002-03,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4052,16175,72,94.78,62,,27,5,1,2,6,5,20,0.2111633848,0.7888366152,1
4065,Jump Shot,Jump Shot,259,20200651,33.9443,153,100,-118.1168,10,3,0,2002-03,0,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4055,16175,72,94.78,600,,26,4,1,6,5,1,20,0.4791479727,0.5208520273,1
4066,Jump Shot,Jump Shot,263,20200651,33.9243,138,120,-118.1318,9,3,0,2002-03,24,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4056,16175,72,94.78,564,,26,4,1,5,5,1,20,0.4791479727,0.5208520273,1
4067,Jump Shot,Jump Shot,301,20200651,33.9263,131,118,-118.1388,5,3,0,2002-03,44,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4057,16175,72,94.78,344,,26,4,1,5,5,1,20,0.5293811933,0.4706188067,0
4068,Slam Dunk Shot,Dunk,466,20200651,34.0443,0,0,-118.2698,1,4,0,2002-03,16,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,01/29/2003,LAL @ PHX,PHX,4067,16175,72,94.78,76,,47,2,1,2,6,5,20,0.2111633848,0.7888366152,1
4094,Jump Shot,Jump Shot,19,20200667,33.8893,-102,155,-118.3718,10,1,0,2002-03,10,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,01/31/2003,LAL @ SAC,SAC,4069,14306,69,93.93,610,,26,4,1,3,5,1,8,0.5637398738,0.4362601262,0
4095,Jump Shot,Jump Shot,104,20200667,34.0373,69,7,-118.2008,0,1,0,2002-03,41,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,01/31/2003,LAL @ SAC,SAC,4077,14306,69,93.93,41,,26,4,1,2,3,5,8,0.4250024156,0.5749975844,1
4096,Jump Shot,Jump Shot,406,20200667,33.8373,140,207,-118.1298,7,4,0,2002-03,20,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/31/2003,LAL @ SAC,SAC,4094,14306,69,93.93,440,,26,4,2,5,1,2,8,0.646121953,0.353878047,0
4097,Jump Shot,Jump Shot,442,20200667,33.8383,144,206,-118.1258,4,4,0,2002-03,36,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,01/31/2003,LAL @ SAC,SAC,4095,14306,69,93.93,276,,26,4,2,5,1,2,8,0.6865899936,0.3134100064,0
